product_id,product_type,product_name,size,colour,price,quantity,description
610,Jacket,Relaxed Leg,XS,green,112,75,"A green coloured, XS sized, Relaxed Leg Jacket"
611,Jacket,Relaxed Leg,S,green,112,45,"A green coloured, S sized, Relaxed Leg Jacket"
612,Jacket,Relaxed Leg,M,green,112,50,"A green coloured, M sized, Relaxed Leg Jacket"
613,Jacket,Relaxed Leg,L,green,112,75,"A green coloured, L sized, Relaxed Leg Jacket"
614,Jacket,Relaxed Leg,XL,green,112,78,"A green coloured, XL sized, Relaxed Leg Jacket"
615,Jacket,Relaxed Leg,XS,blue,112,64,"A blue coloured, XS sized, Relaxed Leg Jacket"
616,Jacket,Relaxed Leg,S,blue,112,43,"A blue coloured, S sized, Relaxed Leg Jacket"
617,Jacket,Relaxed Leg,M,blue,112,48,"A blue coloured, M sized, Relaxed Leg Jacket"
618,Jacket,Relaxed Leg,L,blue,112,61,"A blue coloured, L sized, Relaxed Leg Jacket"
619,Jacket,Relaxed Leg,XL,blue,112,71,"A blue coloured, XL sized, Relaxed Leg Jacket"
620,Jacket,Relaxed Leg,XS,indigo,112,51,"A indigo coloured, XS sized, Relaxed Leg Jacket"
621,Jacket,Relaxed Leg,S,indigo,112,76,"A indigo coloured, S sized, Relaxed Leg Jacket"
622,Jacket,Relaxed Leg,M,indigo,112,50,"A indigo coloured, M sized, Relaxed Leg Jacket"
623,Jacket,Relaxed Leg,L,indigo,112,77,"A indigo coloured, L sized, Relaxed Leg Jacket"
624,Jacket,Relaxed Leg,XL,indigo,112,45,"A indigo coloured, XL sized, Relaxed Leg Jacket"
625,Jacket,Relaxed Leg,XS,violet,112,79,"A violet coloured, XS sized, Relaxed Leg Jacket"
626,Jacket,Relaxed Leg,S,violet,112,62,"A violet coloured, S sized, Relaxed Leg Jacket"
627,Jacket,Relaxed Leg,M,violet,112,76,"A violet coloured, M sized, Relaxed Leg Jacket"
628,Jacket,Relaxed Leg,L,violet,112,46,"A violet coloured, L sized, Relaxed Leg Jacket"
629,Jacket,Relaxed Leg,XL,violet,112,46,"A violet coloured, XL sized, Relaxed Leg Jacket"
630,Jacket,Joggers,XS,red,93,65,"A red coloured, XS sized, Joggers Jacket"
631,Jacket,Joggers,S,red,93,73,"A red coloured, S sized, Joggers Jacket"
632,Jacket,Joggers,M,red,93,57,"A red coloured, M sized, Joggers Jacket"
633,Jacket,Joggers,L,red,93,61,"A red coloured, L sized, Joggers Jacket"
634,Jacket,Joggers,XL,red,93,65,"A red coloured, XL sized, Joggers Jacket"
635,Jacket,Joggers,XS,orange,93,66,"A orange coloured, XS sized, Joggers Jacket"
636,Jacket,Joggers,S,orange,93,51,"A orange coloured, S sized, Joggers Jacket"
637,Jacket,Joggers,M,orange,93,72,"A orange coloured, M sized, Joggers Jacket"
638,Jacket,Joggers,L,orange,93,47,"A orange coloured, L sized, Joggers Jacket"
639,Jacket,Joggers,XL,orange,93,41,"A orange coloured, XL sized, Joggers Jacket"
640,Jacket,Joggers,XS,yellow,93,69,"A yellow coloured, XS sized, Joggers Jacket"
641,Jacket,Joggers,S,yellow,93,62,"A yellow coloured, S sized, Joggers Jacket"
642,Jacket,Joggers,M,yellow,93,43,"A yellow coloured, M sized, Joggers Jacket"
643,Jacket,Joggers,L,yellow,93,54,"A yellow coloured, L sized, Joggers Jacket"
644,Jacket,Joggers,XL,yellow,93,47,"A yellow coloured, XL sized, Joggers Jacket"
645,Jacket,Joggers,XS,green,93,56,"A green coloured, XS sized, Joggers Jacket"
646,Jacket,Joggers,S,green,93,74,"A green coloured, S sized, Joggers Jacket"
647,Jacket,Joggers,M,green,93,54,"A green coloured, M sized, Joggers Jacket"
648,Jacket,Joggers,L,green,93,66,"A green coloured, L sized, Joggers Jacket"
649,Jacket,Joggers,XL,green,93,44,"A green coloured, XL sized, Joggers Jacket"
650,Jacket,Joggers,XS,blue,93,40,"A blue coloured, XS sized, Joggers Jacket"
651,Jacket,Joggers,S,blue,93,55,"A blue coloured, S sized, Joggers Jacket"
652,Jacket,Joggers,M,blue,93,62,"A blue coloured, M sized, Joggers Jacket"
653,Jacket,Joggers,L,blue,93,59,"A blue coloured, L sized, Joggers Jacket"
654,Jacket,Joggers,XL,blue,93,72,"A blue coloured, XL sized, Joggers Jacket"
655,Jacket,Joggers,XS,indigo,93,73,"A indigo coloured, XS sized, Joggers Jacket"
656,Jacket,Joggers,S,indigo,93,40,"A indigo coloured, S sized, Joggers Jacket"
657,Jacket,Joggers,M,indigo,93,54,"A indigo coloured, M sized, Joggers Jacket"
658,Jacket,Joggers,L,indigo,93,71,"A indigo coloured, L sized, Joggers Jacket"
659,Jacket,Joggers,XL,indigo,93,79,"A indigo coloured, XL sized, Joggers Jacket"
660,Jacket,Joggers,XS,violet,93,79,"A violet coloured, XS sized, Joggers Jacket"
661,Jacket,Joggers,S,violet,93,59,"A violet coloured, S sized, Joggers Jacket"
662,Jacket,Joggers,M,violet,93,50,"A violet coloured, M sized, Joggers Jacket"
663,Jacket,Joggers,L,violet,93,65,"A violet coloured, L sized, Joggers Jacket"
664,Jacket,Joggers,XL,violet,93,59,"A violet coloured, XL sized, Joggers Jacket"
665,Jacket,Cropped,XS,red,113,80,"A red coloured, XS sized, Cropped Jacket"
666,Jacket,Cropped,S,red,113,79,"A red coloured, S sized, Cropped Jacket"
667,Jacket,Cropped,M,red,113,47,"A red coloured, M sized, Cropped Jacket"
668,Jacket,Cropped,L,red,113,78,"A red coloured, L sized, Cropped Jacket"
669,Jacket,Cropped,XL,red,113,78,"A red coloured, XL sized, Cropped Jacket"
670,Jacket,Cropped,XS,orange,113,74,"A orange coloured, XS sized, Cropped Jacket"
671,Jacket,Cropped,S,orange,113,64,"A orange coloured, S sized, Cropped Jacket"
672,Jacket,Cropped,M,orange,113,68,"A orange coloured, M sized, Cropped Jacket"
673,Jacket,Cropped,L,orange,113,59,"A orange coloured, L sized, Cropped Jacket"
674,Jacket,Cropped,XL,orange,113,75,"A orange coloured, XL sized, Cropped Jacket"
675,Jacket,Cropped,XS,yellow,113,59,"A yellow coloured, XS sized, Cropped Jacket"
676,Jacket,Cropped,S,yellow,113,74,"A yellow coloured, S sized, Cropped Jacket"
677,Jacket,Cropped,M,yellow,113,49,"A yellow coloured, M sized, Cropped Jacket"
678,Jacket,Cropped,L,yellow,113,78,"A yellow coloured, L sized, Cropped Jacket"
679,Jacket,Cropped,XL,yellow,113,65,"A yellow coloured, XL sized, Cropped Jacket"
680,Jacket,Cropped,XS,green,113,67,"A green coloured, XS sized, Cropped Jacket"
681,Jacket,Cropped,S,green,113,80,"A green coloured, S sized, Cropped Jacket"
682,Jacket,Cropped,M,green,113,45,"A green coloured, M sized, Cropped Jacket"
683,Jacket,Cropped,L,green,113,57,"A green coloured, L sized, Cropped Jacket"
684,Jacket,Cropped,XL,green,113,46,"A green coloured, XL sized, Cropped Jacket"
685,Jacket,Cropped,XS,blue,113,53,"A blue coloured, XS sized, Cropped Jacket"
686,Jacket,Cropped,S,blue,113,60,"A blue coloured, S sized, Cropped Jacket"
687,Jacket,Cropped,M,blue,113,73,"A blue coloured, M sized, Cropped Jacket"
688,Jacket,Cropped,L,blue,113,59,"A blue coloured, L sized, Cropped Jacket"
689,Jacket,Cropped,XL,blue,113,79,"A blue coloured, XL sized, Cropped Jacket"
690,Jacket,Cropped,XS,indigo,113,63,"A indigo coloured, XS sized, Cropped Jacket"
691,Jacket,Cropped,S,indigo,113,66,"A indigo coloured, S sized, Cropped Jacket"
692,Jacket,Cropped,M,indigo,113,45,"A indigo coloured, M sized, Cropped Jacket"
693,Jacket,Cropped,L,indigo,113,44,"A indigo coloured, L sized, Cropped Jacket"
694,Jacket,Cropped,XL,indigo,113,41,"A indigo coloured, XL sized, Cropped Jacket"
695,Jacket,Cropped,XS,violet,113,65,"A violet coloured, XS sized, Cropped Jacket"
696,Jacket,Cropped,S,violet,113,63,"A violet coloured, S sized, Cropped Jacket"
697,Jacket,Cropped,M,violet,113,78,"A violet coloured, M sized, Cropped Jacket"
698,Jacket,Cropped,L,violet,113,40,"A violet coloured, L sized, Cropped Jacket"
699,Jacket,Cropped,XL,violet,113,54,"A violet coloured, XL sized, Cropped Jacket"
700,Jacket,Cargo Pants,XS,red,119,68,"A red coloured, XS sized, Cargo Pants Jacket"
701,Jacket,Cargo Pants,S,red,119,62,"A red coloured, S sized, Cargo Pants Jacket"
702,Jacket,Cargo Pants,M,red,119,40,"A red coloured, M sized, Cargo Pants Jacket"
703,Jacket,Cargo Pants,L,red,119,41,"A red coloured, L sized, Cargo Pants Jacket"
704,Jacket,Cargo Pants,XL,red,119,74,"A red coloured, XL sized, Cargo Pants Jacket"
705,Jacket,Cargo Pants,XS,orange,119,51,"A orange coloured, XS sized, Cargo Pants Jacket"
706,Jacket,Cargo Pants,S,orange,119,47,"A orange coloured, S sized, Cargo Pants Jacket"
707,Jacket,Cargo Pants,M,orange,119,42,"A orange coloured, M sized, Cargo Pants Jacket"
708,Jacket,Cargo Pants,L,orange,119,48,"A orange coloured, L sized, Cargo Pants Jacket"
709,Jacket,Cargo Pants,XL,orange,119,70,"A orange coloured, XL sized, Cargo Pants Jacket"
710,Jacket,Cargo Pants,XS,yellow,119,43,"A yellow coloured, XS sized, Cargo Pants Jacket"
711,Jacket,Cargo Pants,S,yellow,119,51,"A yellow coloured, S sized, Cargo Pants Jacket"
712,Jacket,Cargo Pants,M,yellow,119,60,"A yellow coloured, M sized, Cargo Pants Jacket"
713,Jacket,Cargo Pants,L,yellow,119,78,"A yellow coloured, L sized, Cargo Pants Jacket"
714,Jacket,Cargo Pants,XL,yellow,119,54,"A yellow coloured, XL sized, Cargo Pants Jacket"
715,Jacket,Cargo Pants,XS,green,119,59,"A green coloured, XS sized, Cargo Pants Jacket"
716,Jacket,Cargo Pants,S,green,119,43,"A green coloured, S sized, Cargo Pants Jacket"
717,Jacket,Cargo Pants,M,green,119,57,"A green coloured, M sized, Cargo Pants Jacket"
718,Jacket,Cargo Pants,L,green,119,61,"A green coloured, L sized, Cargo Pants Jacket"
719,Jacket,Cargo Pants,XL,green,119,52,"A green coloured, XL sized, Cargo Pants Jacket"
720,Jacket,Cargo Pants,XS,blue,119,74,"A blue coloured, XS sized, Cargo Pants Jacket"
721,Jacket,Cargo Pants,S,blue,119,59,"A blue coloured, S sized, Cargo Pants Jacket"
722,Jacket,Cargo Pants,M,blue,119,56,"A blue coloured, M sized, Cargo Pants Jacket"
723,Jacket,Cargo Pants,L,blue,119,68,"A blue coloured, L sized, Cargo Pants Jacket"
724,Jacket,Cargo Pants,XL,blue,119,69,"A blue coloured, XL sized, Cargo Pants Jacket"
725,Jacket,Cargo Pants,XS,indigo,119,77,"A indigo coloured, XS sized, Cargo Pants Jacket"
726,Jacket,Cargo Pants,S,indigo,119,75,"A indigo coloured, S sized, Cargo Pants Jacket"
727,Jacket,Cargo Pants,M,indigo,119,64,"A indigo coloured, M sized, Cargo Pants Jacket"
728,Jacket,Cargo Pants,L,indigo,119,54,"A indigo coloured, L sized, Cargo Pants Jacket"
729,Jacket,Cargo Pants,XL,indigo,119,58,"A indigo coloured, XL sized, Cargo Pants Jacket"
730,Jacket,Cargo Pants,XS,violet,119,79,"A violet coloured, XS sized, Cargo Pants Jacket"
731,Jacket,Cargo Pants,S,violet,119,45,"A violet coloured, S sized, Cargo Pants Jacket"
732,Jacket,Cargo Pants,M,violet,119,66,"A violet coloured, M sized, Cargo Pants Jacket"
733,Jacket,Cargo Pants,L,violet,119,41,"A violet coloured, L sized, Cargo Pants Jacket"
734,Jacket,Cargo Pants,XL,violet,119,52,"A violet coloured, XL sized, Cargo Pants Jacket"
735,Jacket,High-Waisted,XS,red,109,49,"A red coloured, XS sized, High-Waisted Jacket"
736,Jacket,High-Waisted,S,red,109,66,"A red coloured, S sized, High-Waisted Jacket"
737,Jacket,High-Waisted,M,red,109,80,"A red coloured, M sized, High-Waisted Jacket"
738,Jacket,High-Waisted,L,red,109,57,"A red coloured, L sized, High-Waisted Jacket"
739,Jacket,High-Waisted,XL,red,109,69,"A red coloured, XL sized, High-Waisted Jacket"
740,Jacket,High-Waisted,XS,orange,109,80,"A orange coloured, XS sized, High-Waisted Jacket"
741,Jacket,High-Waisted,S,orange,109,75,"A orange coloured, S sized, High-Waisted Jacket"
742,Jacket,High-Waisted,M,orange,109,61,"A orange coloured, M sized, High-Waisted Jacket"
743,Jacket,High-Waisted,L,orange,109,62,"A orange coloured, L sized, High-Waisted Jacket"
744,Jacket,High-Waisted,XL,orange,109,49,"A orange coloured, XL sized, High-Waisted Jacket"
745,Jacket,High-Waisted,XS,yellow,109,77,"A yellow coloured, XS sized, High-Waisted Jacket"
746,Jacket,High-Waisted,S,yellow,109,69,"A yellow coloured, S sized, High-Waisted Jacket"
747,Jacket,High-Waisted,M,yellow,109,49,"A yellow coloured, M sized, High-Waisted Jacket"
748,Jacket,High-Waisted,L,yellow,109,48,"A yellow coloured, L sized, High-Waisted Jacket"
749,Jacket,High-Waisted,XL,yellow,109,56,"A yellow coloured, XL sized, High-Waisted Jacket"
750,Jacket,High-Waisted,XS,green,109,45,"A green coloured, XS sized, High-Waisted Jacket"
751,Jacket,High-Waisted,S,green,109,41,"A green coloured, S sized, High-Waisted Jacket"
752,Jacket,High-Waisted,M,green,109,68,"A green coloured, M sized, High-Waisted Jacket"
753,Jacket,High-Waisted,L,green,109,74,"A green coloured, L sized, High-Waisted Jacket"
754,Jacket,High-Waisted,XL,green,109,75,"A green coloured, XL sized, High-Waisted Jacket"
755,Jacket,High-Waisted,XS,blue,109,70,"A blue coloured, XS sized, High-Waisted Jacket"
756,Jacket,High-Waisted,S,blue,109,46,"A blue coloured, S sized, High-Waisted Jacket"
757,Jacket,High-Waisted,M,blue,109,43,"A blue coloured, M sized, High-Waisted Jacket"
758,Jacket,High-Waisted,L,blue,109,50,"A blue coloured, L sized, High-Waisted Jacket"
759,Jacket,High-Waisted,XL,blue,109,68,"A blue coloured, XL sized, High-Waisted Jacket"
760,Jacket,High-Waisted,XS,indigo,109,74,"A indigo coloured, XS sized, High-Waisted Jacket"
761,Jacket,High-Waisted,S,indigo,109,70,"A indigo coloured, S sized, High-Waisted Jacket"
762,Jacket,High-Waisted,M,indigo,109,43,"A indigo coloured, M sized, High-Waisted Jacket"
763,Jacket,High-Waisted,L,indigo,109,75,"A indigo coloured, L sized, High-Waisted Jacket"
764,Jacket,High-Waisted,XL,indigo,109,63,"A indigo coloured, XL sized, High-Waisted Jacket"
765,Jacket,High-Waisted,XS,violet,109,69,"A violet coloured, XS sized, High-Waisted Jacket"
766,Jacket,High-Waisted,S,violet,109,71,"A violet coloured, S sized, High-Waisted Jacket"
767,Jacket,High-Waisted,M,violet,109,66,"A violet coloured, M sized, High-Waisted Jacket"
768,Jacket,High-Waisted,L,violet,109,56,"A violet coloured, L sized, High-Waisted Jacket"
769,Jacket,High-Waisted,XL,violet,109,55,"A violet coloured, XL sized, High-Waisted Jacket"
770,Jacket,Pleated,XS,red,91,51,"A red coloured, XS sized, Pleated Jacket"
771,Jacket,Pleated,S,red,91,61,"A red coloured, S sized, Pleated Jacket"
772,Jacket,Pleated,M,red,91,46,"A red coloured, M sized, Pleated Jacket"
773,Jacket,Pleated,L,red,91,75,"A red coloured, L sized, Pleated Jacket"
774,Jacket,Pleated,XL,red,91,51,"A red coloured, XL sized, Pleated Jacket"
775,Jacket,Pleated,XS,orange,91,45,"A orange coloured, XS sized, Pleated Jacket"
776,Jacket,Pleated,S,orange,91,50,"A orange coloured, S sized, Pleated Jacket"
777,Jacket,Pleated,M,orange,91,41,"A orange coloured, M sized, Pleated Jacket"
778,Jacket,Pleated,L,orange,91,50,"A orange coloured, L sized, Pleated Jacket"
779,Jacket,Pleated,XL,orange,91,63,"A orange coloured, XL sized, Pleated Jacket"
780,Jacket,Pleated,XS,yellow,91,64,"A yellow coloured, XS sized, Pleated Jacket"
781,Jacket,Pleated,S,yellow,91,57,"A yellow coloured, S sized, Pleated Jacket"
782,Jacket,Pleated,M,yellow,91,72,"A yellow coloured, M sized, Pleated Jacket"
783,Jacket,Pleated,L,yellow,91,77,"A yellow coloured, L sized, Pleated Jacket"
784,Jacket,Pleated,XL,yellow,91,65,"A yellow coloured, XL sized, Pleated Jacket"
785,Jacket,Pleated,XS,green,91,57,"A green coloured, XS sized, Pleated Jacket"
786,Jacket,Pleated,S,green,91,74,"A green coloured, S sized, Pleated Jacket"
787,Jacket,Pleated,M,green,91,75,"A green coloured, M sized, Pleated Jacket"
788,Jacket,Pleated,L,green,91,56,"A green coloured, L sized, Pleated Jacket"
789,Jacket,Pleated,XL,green,91,66,"A green coloured, XL sized, Pleated Jacket"
790,Jacket,Pleated,XS,blue,91,61,"A blue coloured, XS sized, Pleated Jacket"
791,Jacket,Pleated,S,blue,91,74,"A blue coloured, S sized, Pleated Jacket"
792,Jacket,Pleated,M,blue,91,40,"A blue coloured, M sized, Pleated Jacket"
793,Jacket,Pleated,L,blue,91,73,"A blue coloured, L sized, Pleated Jacket"
794,Jacket,Pleated,XL,blue,91,51,"A blue coloured, XL sized, Pleated Jacket"
795,Jacket,Pleated,XS,indigo,91,51,"A indigo coloured, XS sized, Pleated Jacket"
796,Jacket,Pleated,S,indigo,91,58,"A indigo coloured, S sized, Pleated Jacket"
797,Jacket,Pleated,M,indigo,91,71,"A indigo coloured, M sized, Pleated Jacket"
798,Jacket,Pleated,L,indigo,91,62,"A indigo coloured, L sized, Pleated Jacket"
799,Jacket,Pleated,XL,indigo,91,72,"A indigo coloured, XL sized, Pleated Jacket"
800,Jacket,Pleated,XS,violet,91,68,"A violet coloured, XS sized, Pleated Jacket"
801,Jacket,Pleated,S,violet,91,40,"A violet coloured, S sized, Pleated Jacket"
802,Jacket,Pleated,M,violet,91,73,"A violet coloured, M sized, Pleated Jacket"
803,Jacket,Pleated,L,violet,91,71,"A violet coloured, L sized, Pleated Jacket"
804,Jacket,Pleated,XL,violet,91,71,"A violet coloured, XL sized, Pleated Jacket"
805,Jacket,Tracksuit Bottoms,XS,red,117,77,"A red coloured, XS sized, Tracksuit Bottoms Jacket"
806,Jacket,Tracksuit Bottoms,S,red,117,61,"A red coloured, S sized, Tracksuit Bottoms Jacket"
807,Jacket,Tracksuit Bottoms,M,red,117,49,"A red coloured, M sized, Tracksuit Bottoms Jacket"
808,Jacket,Tracksuit Bottoms,L,red,117,44,"A red coloured, L sized, Tracksuit Bottoms Jacket"
809,Jacket,Tracksuit Bottoms,XL,red,117,42,"A red coloured, XL sized, Tracksuit Bottoms Jacket"
810,Jacket,Tracksuit Bottoms,XS,orange,117,65,"A orange coloured, XS sized, Tracksuit Bottoms Jacket"
811,Jacket,Tracksuit Bottoms,S,orange,117,58,"A orange coloured, S sized, Tracksuit Bottoms Jacket"
812,Jacket,Tracksuit Bottoms,M,orange,117,62,"A orange coloured, M sized, Tracksuit Bottoms Jacket"
813,Jacket,Tracksuit Bottoms,L,orange,117,77,"A orange coloured, L sized, Tracksuit Bottoms Jacket"
814,Jacket,Tracksuit Bottoms,XL,orange,117,60,"A orange coloured, XL sized, Tracksuit Bottoms Jacket"
815,Jacket,Tracksuit Bottoms,XS,yellow,117,76,"A yellow coloured, XS sized, Tracksuit Bottoms Jacket"
816,Jacket,Tracksuit Bottoms,S,yellow,117,48,"A yellow coloured, S sized, Tracksuit Bottoms Jacket"
817,Jacket,Tracksuit Bottoms,M,yellow,117,58,"A yellow coloured, M sized, Tracksuit Bottoms Jacket"
818,Jacket,Tracksuit Bottoms,L,yellow,117,77,"A yellow coloured, L sized, Tracksuit Bottoms Jacket"
819,Jacket,Tracksuit Bottoms,XL,yellow,117,67,"A yellow coloured, XL sized, Tracksuit Bottoms Jacket"
820,Jacket,Tracksuit Bottoms,XS,green,117,54,"A green coloured, XS sized, Tracksuit Bottoms Jacket"
821,Jacket,Tracksuit Bottoms,S,green,117,73,"A green coloured, S sized, Tracksuit Bottoms Jacket"
822,Jacket,Tracksuit Bottoms,M,green,117,56,"A green coloured, M sized, Tracksuit Bottoms Jacket"
823,Jacket,Tracksuit Bottoms,L,green,117,74,"A green coloured, L sized, Tracksuit Bottoms Jacket"
824,Jacket,Tracksuit Bottoms,XL,green,117,69,"A green coloured, XL sized, Tracksuit Bottoms Jacket"
825,Jacket,Tracksuit Bottoms,XS,blue,117,75,"A blue coloured, XS sized, Tracksuit Bottoms Jacket"
826,Jacket,Tracksuit Bottoms,S,blue,117,80,"A blue coloured, S sized, Tracksuit Bottoms Jacket"
827,Jacket,Tracksuit Bottoms,M,blue,117,75,"A blue coloured, M sized, Tracksuit Bottoms Jacket"
828,Jacket,Tracksuit Bottoms,L,blue,117,70,"A blue coloured, L sized, Tracksuit Bottoms Jacket"
829,Jacket,Tracksuit Bottoms,XL,blue,117,51,"A blue coloured, XL sized, Tracksuit Bottoms Jacket"
830,Jacket,Tracksuit Bottoms,XS,indigo,117,40,"A indigo coloured, XS sized, Tracksuit Bottoms Jacket"
831,Jacket,Tracksuit Bottoms,S,indigo,117,45,"A indigo coloured, S sized, Tracksuit Bottoms Jacket"
832,Jacket,Tracksuit Bottoms,M,indigo,117,71,"A indigo coloured, M sized, Tracksuit Bottoms Jacket"
833,Jacket,Tracksuit Bottoms,L,indigo,117,80,"A indigo coloured, L sized, Tracksuit Bottoms Jacket"
834,Jacket,Tracksuit Bottoms,XL,indigo,117,62,"A indigo coloured, XL sized, Tracksuit Bottoms Jacket"
835,Jacket,Tracksuit Bottoms,XS,violet,117,78,"A violet coloured, XS sized, Tracksuit Bottoms Jacket"
836,Jacket,Tracksuit Bottoms,S,violet,117,64,"A violet coloured, S sized, Tracksuit Bottoms Jacket"
837,Jacket,Tracksuit Bottoms,M,violet,117,70,"A violet coloured, M sized, Tracksuit Bottoms Jacket"
838,Jacket,Tracksuit Bottoms,L,violet,117,75,"A violet coloured, L sized, Tracksuit Bottoms Jacket"
839,Jacket,Tracksuit Bottoms,XL,violet,117,63,"A violet coloured, XL sized, Tracksuit Bottoms Jacket"
840,Trousers,Denim,XS,red,113,48,"A red coloured, XS sized, Denim Trousers"
841,Trousers,Denim,S,red,113,71,"A red coloured, S sized, Denim Trousers"
842,Trousers,Denim,M,red,113,50,"A red coloured, M sized, Denim Trousers"
843,Trousers,Denim,L,red,113,63,"A red coloured, L sized, Denim Trousers"
844,Trousers,Denim,XL,red,113,41,"A red coloured, XL sized, Denim Trousers"
845,Trousers,Denim,XS,orange,113,57,"A orange coloured, XS sized, Denim Trousers"
846,Trousers,Denim,S,orange,113,67,"A orange coloured, S sized, Denim Trousers"
847,Trousers,Denim,M,orange,113,47,"A orange coloured, M sized, Denim Trousers"
848,Trousers,Denim,L,orange,113,56,"A orange coloured, L sized, Denim Trousers"
849,Trousers,Denim,XL,orange,113,76,"A orange coloured, XL sized, Denim Trousers"
850,Trousers,Denim,XS,yellow,113,56,"A yellow coloured, XS sized, Denim Trousers"
851,Trousers,Denim,S,yellow,113,50,"A yellow coloured, S sized, Denim Trousers"
852,Trousers,Denim,M,yellow,113,41,"A yellow coloured, M sized, Denim Trousers"
853,Trousers,Denim,L,yellow,113,71,"A yellow coloured, L sized, Denim Trousers"
854,Trousers,Denim,XL,yellow,113,41,"A yellow coloured, XL sized, Denim Trousers"
855,Trousers,Denim,XS,green,113,44,"A green coloured, XS sized, Denim Trousers"
856,Trousers,Denim,S,green,113,41,"A green coloured, S sized, Denim Trousers"
857,Trousers,Denim,M,green,113,65,"A green coloured, M sized, Denim Trousers"
858,Trousers,Denim,L,green,113,43,"A green coloured, L sized, Denim Trousers"
859,Trousers,Denim,XL,green,113,66,"A green coloured, XL sized, Denim Trousers"
860,Trousers,Denim,XS,blue,113,54,"A blue coloured, XS sized, Denim Trousers"
861,Trousers,Denim,S,blue,113,59,"A blue coloured, S sized, Denim Trousers"
862,Trousers,Denim,M,blue,113,53,"A blue coloured, M sized, Denim Trousers"
863,Trousers,Denim,L,blue,113,79,"A blue coloured, L sized, Denim Trousers"
864,Trousers,Denim,XL,blue,113,68,"A blue coloured, XL sized, Denim Trousers"
865,Trousers,Denim,XS,indigo,113,73,"A indigo coloured, XS sized, Denim Trousers"
866,Trousers,Denim,S,indigo,113,76,"A indigo coloured, S sized, Denim Trousers"
867,Trousers,Denim,M,indigo,113,46,"A indigo coloured, M sized, Denim Trousers"
868,Trousers,Denim,L,indigo,113,58,"A indigo coloured, L sized, Denim Trousers"
869,Trousers,Denim,XL,indigo,113,80,"A indigo coloured, XL sized, Denim Trousers"
870,Trousers,Denim,XS,violet,113,53,"A violet coloured, XS sized, Denim Trousers"
871,Trousers,Denim,S,violet,113,57,"A violet coloured, S sized, Denim Trousers"
872,Trousers,Denim,M,violet,113,46,"A violet coloured, M sized, Denim Trousers"
873,Trousers,Denim,L,violet,113,71,"A violet coloured, L sized, Denim Trousers"
874,Trousers,Denim,XL,violet,113,61,"A violet coloured, XL sized, Denim Trousers"
875,Trousers,Puffer,XS,red,94,70,"A red coloured, XS sized, Puffer Trousers"
876,Trousers,Puffer,S,red,94,66,"A red coloured, S sized, Puffer Trousers"
877,Trousers,Puffer,M,red,94,71,"A red coloured, M sized, Puffer Trousers"
878,Trousers,Puffer,L,red,94,44,"A red coloured, L sized, Puffer Trousers"
879,Trousers,Puffer,XL,red,94,67,"A red coloured, XL sized, Puffer Trousers"
880,Trousers,Puffer,XS,orange,94,74,"A orange coloured, XS sized, Puffer Trousers"
881,Trousers,Puffer,S,orange,94,55,"A orange coloured, S sized, Puffer Trousers"
882,Trousers,Puffer,M,orange,94,61,"A orange coloured, M sized, Puffer Trousers"
883,Trousers,Puffer,L,orange,94,67,"A orange coloured, L sized, Puffer Trousers"
884,Trousers,Puffer,XL,orange,94,50,"A orange coloured, XL sized, Puffer Trousers"
885,Trousers,Puffer,XS,yellow,94,43,"A yellow coloured, XS sized, Puffer Trousers"
886,Trousers,Puffer,S,yellow,94,62,"A yellow coloured, S sized, Puffer Trousers"
887,Trousers,Puffer,M,yellow,94,73,"A yellow coloured, M sized, Puffer Trousers"
888,Trousers,Puffer,L,yellow,94,46,"A yellow coloured, L sized, Puffer Trousers"
889,Trousers,Puffer,XL,yellow,94,50,"A yellow coloured, XL sized, Puffer Trousers"
890,Trousers,Puffer,XS,green,94,62,"A green coloured, XS sized, Puffer Trousers"
891,Trousers,Puffer,S,green,94,57,"A green coloured, S sized, Puffer Trousers"
892,Trousers,Puffer,M,green,94,66,"A green coloured, M sized, Puffer Trousers"
893,Trousers,Puffer,L,green,94,75,"A green coloured, L sized, Puffer Trousers"
894,Trousers,Puffer,XL,green,94,47,"A green coloured, XL sized, Puffer Trousers"
895,Trousers,Puffer,XS,blue,94,74,"A blue coloured, XS sized, Puffer Trousers"
896,Trousers,Puffer,S,blue,94,45,"A blue coloured, S sized, Puffer Trousers"
897,Trousers,Puffer,M,blue,94,71,"A blue coloured, M sized, Puffer Trousers"
898,Trousers,Puffer,L,blue,94,79,"A blue coloured, L sized, Puffer Trousers"
899,Trousers,Puffer,XL,blue,94,62,"A blue coloured, XL sized, Puffer Trousers"
900,Trousers,Puffer,XS,indigo,94,59,"A indigo coloured, XS sized, Puffer Trousers"
901,Trousers,Puffer,S,indigo,94,44,"A indigo coloured, S sized, Puffer Trousers"
902,Trousers,Puffer,M,indigo,94,53,"A indigo coloured, M sized, Puffer Trousers"
903,Trousers,Puffer,L,indigo,94,72,"A indigo coloured, L sized, Puffer Trousers"
904,Trousers,Puffer,XL,indigo,94,49,"A indigo coloured, XL sized, Puffer Trousers"
905,Trousers,Puffer,XS,violet,94,53,"A violet coloured, XS sized, Puffer Trousers"
906,Trousers,Puffer,S,violet,94,50,"A violet coloured, S sized, Puffer Trousers"
